FOI_Var1,FOI_Var2,FOI_Var3,FOI_Var4,FOI_Var5,R0_Var1,R0_Var2,R0_Var3,R0_Var4,R0_Var5
-15,-16,-17.5,-12,-14.5,-1.9,-1.5,-2.4,-0.2,-1.1
